date_hour,fixing,fixing_1_volume,hour,date,Krajowe zapotrzebowanie na moc,Suma zdolności wytwórczych JWCD,Suma zdolności wytwórczych nJWCD,Generacja JWCD,Generacja nJWCD,Generacja źródeł wiatrowych,Wymagana rezerwa mocy ponad zapotrzebowanie,fixing_minus_1d,fixing_minus_2d,fixing_minus_3d,fixing_minus_4d,fixing_minus_5d,fixing_minus_6d,fixing_minus_7d,fixing_1_volume_minus_1d
2018-01-01 00:00:00,117.0,2140.9,0,2018-01-01,15175,22312,9327,6835,8340,3157,1368,98.0,121.03,121.22,125.6,113.52,102.0,70.5,2078.1
2018-01-01 01:00:00,113.59,2255.8,1,2018-01-01,14600,22312,9272,6315,8285,3107,1316,82.0,121.03,120.0,120.42,113.0,85.36,70.03,2253.9
2018-01-01 02:00:00,97.0,2516.5,2,2018-01-01,14025,22312,9263,5749,8276,3103,1264,76.14,121.03,119.6,116.3,105.0,80.0,70.03,2174.1
2018-01-01 03:00:00,89.0,2512.1,3,2018-01-01,13625,22312,9296,5316,8309,3136,1228,74.7,121.03,119.6,116.3,111.39,79.65,70.03,2079.9
2018-01-01 04:00:00,75.0,2512.4,4,2018-01-01,13400,22312,9402,4985,8415,3242,1208,73.78,121.03,121.22,119.2,117.54,77.23,70.03,2073.2
2018-01-01 05:00:00,75.0,2529.2,5,2018-01-01,13225,22312,9524,4693,8532,3373,1192,76.15,121.03,121.22,120.42,120.42,79.93,70.03,2291.6
2018-01-01 06:00:00,80.0,2510.8,6,2018-01-01,13275,21942,9626,4641,8634,3472,1197,80.0,121.03,137.6,139.6,142.0,81.5,70.03,2210.1
2018-01-01 07:00:00,75.71,2314.2,7,2018-01-01,13250,21942,9653,4589,8661,3488,1195,110.0,119.54,148.44,153.08,148.01,80.6,70.2,2081.8
2018-01-01 08:00:00,76.62,2272.5,8,2018-01-01,13250,21942,9693,4559,8691,3507,1195,116.99,121.03,154.34,160.56,160.35,87.0,72.0,1766.4
2018-01-01 09:00:00,100.0,2305.7,9,2018-01-01,13775,21942,9761,5015,8760,3542,1242,118.7,137.2,155.0,171.34,166.93,113.05,88.78,1591.2
2018-01-01 10:00:00,108.12,2262.4,10,2018-01-01,14300,21942,9793,5513,8787,3572,1289,120.3,140.98,156.12,172.08,169.1,117.18,93.14,1561.8
2018-01-01 11:00:00,116.19,2147.4,11,2018-01-01,14900,21942,9823,6088,8812,3600,1343,125.25,143.9,156.33,172.0,173.87,118.15,100.11,1693.1
2018-01-01 12:00:00,116.85,1951.1,12,2018-01-01,15325,21942,9858,6478,8847,3629,1382,127.03,144.4,155.91,168.13,174.75,118.15,108.0,1625.8
2018-01-01 13:00:00,117.0,1778.6,13,2018-01-01,15750,21942,9746,7015,8735,3517,1420,137.3,144.4,158.64,167.0,170.01,118.15,114.0,1956.0
2018-01-01 14:00:00,117.0,1740.3,14,2018-01-01,15875,21942,9544,7342,8533,3316,1431,125.51,143.8,156.27,164.66,170.5,118.15,114.23,1868.0
2018-01-01 15:00:00,117.0,1852.0,15,2018-01-01,16150,21942,9344,7817,8333,3106,1456,131.73,143.8,163.8,162.02,176.5,117.95,115.83,1890.0
2018-01-01 16:00:00,121.13,1749.6,16,2018-01-01,17525,21942,9224,9295,8230,2940,1580,143.91,148.11,178.02,182.5,189.0,118.15,118.8,2250.6
2018-01-01 17:00:00,119.4,1650.2,17,2018-01-01,17975,21942,9067,9900,8075,2782,1620,138.0,145.29,178.02,181.8,196.7,118.15,120.0,2261.9
2018-01-01 18:00:00,121.0,1538.4,18,2018-01-01,18025,21942,8871,10127,7898,2602,1625,137.24,140.99,166.95,171.53,192.76,118.15,122.64,2178.6
2018-01-01 19:00:00,125.0,1584.4,19,2018-01-01,18100,21942,8717,10356,7744,2421,1631,127.43,133.14,165.73,162.25,182.28,120.0,125.89,2198.4
2018-01-01 20:00:00,119.29,1661.2,20,2018-01-01,17850,21942,8474,10349,7501,2230,1609,124.22,124.22,164.83,158.77,169.0,118.15,125.68,1943.2
2018-01-01 21:00:00,118.41,1658.3,21,2018-01-01,17075,21942,8272,9774,7301,2038,1539,118.7,119.54,151.93,148.05,152.71,117.35,121.0,1871.6
2018-01-01 22:00:00,117.0,2023.5,22,2018-01-01,16175,21942,8108,9034,7141,1891,1458,118.7,119.54,143.6,132.01,143.0,120.0,118.8,1887.3
2018-01-01 23:00:00,117.0,1975.4,23,2018-01-01,15125,21942,7985,8108,7017,1773,1364,117.0,116.88,130.42,120.42,125.5,117.35,105.0,1687.9
2018-01-02 00:00:00,117.0,1916.6,0,2018-01-02,13725,21085,7988,6688,7037,1872,1238,117.0,98.0,121.03,121.22,125.6,113.52,102.0,2140.9
2018-01-02 01:00:00,117.0,1935.5,1,2018-01-02,13275,21085,7814,6412,6863,1703,1197,113.59,82.0,121.03,120.0,120.42,113.0,85.36,2255.8
2018-01-02 02:00:00,116.88,2008.1,2,2018-01-02,13050,21085,7633,6368,6682,1527,1177,97.0,76.14,121.03,119.6,116.3,105.0,80.0,2516.5
2018-01-02 03:00:00,117.0,1971.5,3,2018-01-02,13075,21085,7446,6580,6495,1350,1179,89.0,74.7,121.03,119.6,116.3,111.39,79.65,2512.1
2018-01-02 04:00:00,121.13,1935.3,4,2018-01-02,13600,21085,7347,7204,6396,1251,1226,75.0,73.78,121.03,121.22,119.2,117.54,77.23,2512.4
2018-01-02 05:00:00,130.91,2025.8,5,2018-01-02,14800,21085,7297,8459,6341,1195,1334,75.0,76.15,121.03,121.22,120.42,120.42,79.93,2529.2
2018-01-02 06:00:00,150.0,1711.7,6,2018-01-02,17475,21085,7298,11108,6367,1113,1575,80.0,80.0,121.03,137.6,139.6,142.0,81.5,2510.8
2018-01-02 07:00:00,167.74,1795.6,7,2018-01-02,19950,21085,7243,13586,6364,1005,1798,75.71,110.0,119.54,148.44,153.08,148.01,80.6,2314.2
2018-01-02 08:00:00,180.05,1936.4,8,2018-01-02,21175,21085,7206,14858,6317,952,1908,76.62,116.99,121.03,154.34,160.56,160.35,87.0,2272.5
2018-01-02 09:00:00,187.58,1862.7,9,2018-01-02,21975,21085,7181,15683,6292,907,1980,100.0,118.7,137.2,155.0,171.34,166.93,113.05,2305.7
2018-01-02 10:00:00,196.02,1748.0,10,2018-01-02,22275,21085,7074,16095,6180,803,2007,108.12,120.3,140.98,156.12,172.08,169.1,117.18,2262.4
2018-01-02 11:00:00,196.9,1682.0,11,2018-01-02,22500,21085,6950,16449,6051,687,2027,116.19,125.25,143.9,156.33,172.0,173.87,118.15,2147.4
2018-01-02 12:00:00,199.01,1651.7,12,2018-01-02,22725,21085,6899,16725,6000,630,2048,116.85,127.03,144.4,155.91,168.13,174.75,118.15,1951.1
2018-01-02 13:00:00,204.0,1622.9,13,2018-01-02,22825,21085,6975,16749,6076,701,2057,117.0,137.3,144.4,158.64,167.0,170.01,118.15,1778.6
2018-01-02 14:00:00,197.63,1457.2,14,2018-01-02,22525,21085,7014,16410,6115,741,2030,117.0,125.51,143.8,156.27,164.66,170.5,118.15,1740.3
2018-01-02 15:00:00,198.6,1350.9,15,2018-01-02,22675,21570,7074,16500,6175,775,2043,117.0,131.73,143.8,163.8,162.02,176.5,117.95,1852.0
2018-01-02 16:00:00,217.0,1718.4,16,2018-01-02,23575,21570,7137,17332,6243,810,2124,121.13,143.91,148.11,178.02,182.5,189.0,118.15,1749.6
2018-01-02 17:00:00,228.9,1684.6,17,2018-01-02,23725,21570,7177,17440,6285,844,2138,119.4,138.0,145.29,178.02,181.8,196.7,118.15,1650.2
2018-01-02 18:00:00,216.7,1522.9,18,2018-01-02,23450,21570,7211,17128,6322,879,2113,121.0,137.24,140.99,166.95,171.53,192.76,118.15,1538.4
2018-01-02 19:00:00,200.1,1468.7,19,2018-01-02,23275,21570,7212,16950,6325,889,2097,125.0,127.43,133.14,165.73,162.25,182.28,120.0,1584.4
2018-01-02 20:00:00,183.97,1770.2,20,2018-01-02,22575,21570,7194,16268,6307,897,2034,119.29,124.22,124.22,164.83,158.77,169.0,118.15,1661.2
2018-01-02 21:00:00,160.81,1691.1,21,2018-01-02,21175,21570,7174,14888,6287,897,1908,118.41,118.7,119.54,151.93,148.05,152.71,117.35,1658.3
2018-01-02 22:00:00,149.21,2065.8,22,2018-01-02,19475,21570,7106,13270,6205,895,1755,117.0,118.7,119.54,143.6,132.01,143.0,120.0,2023.5
2018-01-02 23:00:00,137.5,1862.3,23,2018-01-02,18125,21570,7099,11932,6193,898,1634,117.0,117.0,116.88,130.42,120.42,125.5,117.35,1975.4
2018-01-03 00:00:00,132.2,1780.3,0,2018-01-03,17525,21723,7054,11373,6152,720,1580,117.0,117.0,98.0,121.03,121.22,125.6,113.52,1916.6
2018-01-03 01:00:00,132.0,1756.8,1,2018-01-03,17000,21723,7087,10815,6185,753,1532,117.0,113.59,82.0,121.03,120.0,120.42,113.0,1935.5
2018-01-03 02:00:00,125.5,1767.4,2,2018-01-03,16775,21723,7162,10515,6260,828,1512,116.88,97.0,76.14,121.03,119.6,116.3,105.0,2008.1
2018-01-03 03:00:00,125.37,1748.6,3,2018-01-03,16800,21723,7252,10450,6350,928,1514,117.0,89.0,74.7,121.03,119.6,116.3,111.39,1971.5
2018-01-03 04:00:00,132.2,1715.2,4,2018-01-03,17100,21723,7486,10516,6584,1162,1541,121.13,75.0,73.78,121.03,121.22,119.2,117.54,1935.3
2018-01-03 05:00:00,133.98,1880.0,5,2018-01-03,17875,21723,7802,10980,6895,1487,1611,130.91,75.0,76.15,121.03,121.22,120.42,120.42,2025.8
2018-01-03 06:00:00,149.18,2348.8,6,2018-01-03,20350,21723,8148,13107,7243,1835,1834,150.0,80.0,80.0,121.03,137.6,139.6,142.0,1711.7
2018-01-03 07:00:00,159.4,1660.6,7,2018-01-03,22350,21723,8556,14676,7674,2201,2014,167.74,75.71,110.0,119.54,148.44,153.08,148.01,1795.6
2018-01-03 08:00:00,159.76,1924.6,8,2018-01-03,23125,21723,9029,14988,8137,2658,2084,180.05,76.62,116.99,121.03,154.34,160.56,160.35,1936.4
2018-01-03 09:00:00,161.61,1822.5,9,2018-01-03,23575,22326,9580,14887,8688,3141,2124,187.58,100.0,118.7,137.2,155.0,171.34,166.93,1862.7
2018-01-03 10:00:00,158.0,1841.6,10,2018-01-03,23725,22326,9945,14677,9048,3505,2138,196.02,108.12,120.3,140.98,156.12,172.08,169.1,1748.0
2018-01-03 11:00:00,158.0,1917.0,11,2018-01-03,23975,22326,10251,14626,9349,3824,2160,196.9,116.19,125.25,143.9,156.33,172.0,173.87,1682.0
2018-01-03 12:00:00,155.0,1966.8,12,2018-01-03,23975,22326,10572,14305,9670,4139,2160,199.01,116.85,127.03,144.4,155.91,168.13,174.75,1651.7
2018-01-03 13:00:00,155.0,1919.7,13,2018-01-03,24025,22326,10685,14242,9783,4252,2165,204.0,117.0,137.3,144.4,158.64,167.0,170.01,1622.9
2018-01-03 14:00:00,154.4,1985.6,14,2018-01-03,23700,22326,10665,13937,9763,4233,2135,197.63,117.0,125.51,143.8,156.27,164.66,170.5,1457.2
2018-01-03 15:00:00,158.03,1854.6,15,2018-01-03,23725,22326,10642,13985,9740,4194,2138,198.6,117.0,131.73,143.8,163.8,162.02,176.5,1350.9
2018-01-03 16:00:00,164.18,2025.4,16,2018-01-03,24725,22326,10454,15168,9557,3993,2228,217.0,121.13,143.91,148.11,178.02,182.5,189.0,1718.4
2018-01-03 17:00:00,164.01,2091.8,17,2018-01-03,24725,22326,10163,15457,9268,3691,2228,228.9,119.4,138.0,145.29,178.02,181.8,196.7,1684.6
2018-01-03 18:00:00,157.8,1908.5,18,2018-01-03,24400,22326,9867,15425,8975,3411,2198,216.7,121.0,137.24,140.99,166.95,171.53,192.76,1522.9
2018-01-03 19:00:00,155.0,1964.4,19,2018-01-03,24275,22326,9734,15431,8844,3277,2187,200.1,125.0,127.43,133.14,165.73,162.25,182.28,1468.7
2018-01-03 20:00:00,149.18,1964.5,20,2018-01-03,23525,22353,9657,14758,8767,3216,2120,183.97,119.29,124.22,124.22,164.83,158.77,169.0,1770.2
2018-01-03 21:00:00,146.08,2429.0,21,2018-01-03,22075,22353,9581,13384,8691,3160,1989,160.81,118.41,118.7,119.54,151.93,148.05,152.71,1691.1
2018-01-03 22:00:00,130.0,2263.2,22,2018-01-03,20525,22353,9555,11874,8651,3189,1850,149.21,117.0,118.7,119.54,143.6,132.01,143.0,2065.8
2018-01-03 23:00:00,122.1,2038.4,23,2018-01-03,19175,22353,9643,10441,8734,3277,1728,137.5,117.0,117.0,116.88,130.42,120.42,125.5,1862.3
2018-01-04 00:00:00,111.4,2392.7,0,2018-01-04,17925,22353,9539,9436,8489,3192,1616,132.2,117.0,117.0,98.0,121.03,121.22,125.6,1780.3
2018-01-04 01:00:00,107.93,2511.0,1,2018-01-04,17200,22353,9595,8655,8545,3255,1550,132.0,117.0,113.59,82.0,121.03,120.0,120.42,1756.8
2018-01-04 02:00:00,102.83,2514.0,2,2018-01-04,16925,22353,9661,8314,8611,3323,1526,125.5,116.88,97.0,76.14,121.03,119.6,116.3,1767.4
2018-01-04 03:00:00,102.0,2544.8,3,2018-01-04,17025,22353,9715,8360,8665,3383,1535,125.37,117.0,89.0,74.7,121.03,119.6,116.3,1748.6
2018-01-04 04:00:00,105.0,2607.5,4,2018-01-04,17350,22353,9726,8674,8676,3394,1564,132.2,121.13,75.0,73.78,121.03,121.22,119.2,1715.2
2018-01-04 05:00:00,109.75,2133.1,5,2018-01-04,18200,22353,9731,9518,8682,3396,1640,133.98,130.91,75.0,76.15,121.03,121.22,120.42,1880.0
2018-01-04 06:00:00,135.89,2285.8,6,2018-01-04,20700,22153,9762,11939,8761,3413,1865,149.18,150.0,80.0,80.0,121.03,137.6,139.6,2348.8
2018-01-04 07:00:00,149.14,2053.1,7,2018-01-04,22650,22153,9881,13740,8910,3484,2041,159.4,167.74,75.71,110.0,119.54,148.44,153.08,1660.6
2018-01-04 08:00:00,150.0,2338.1,8,2018-01-04,23400,22153,9854,14522,8878,3471,2108,159.76,180.05,76.62,116.99,121.03,154.34,160.56,1924.6
2018-01-04 09:00:00,157.29,2029.7,9,2018-01-04,23800,22226,9794,14982,8818,3423,2144,161.61,187.58,100.0,118.7,137.2,155.0,171.34,1822.5
2018-01-04 10:00:00,157.33,1958.5,10,2018-01-04,23825,22156,9744,15057,8768,3375,2147,158.0,196.02,108.12,120.3,140.98,156.12,172.08,1841.6
2018-01-04 11:00:00,163.6,1797.0,11,2018-01-04,24038,22156,9700,15314,8724,3331,2166,158.0,196.9,116.19,125.25,143.9,156.33,172.0,1917.0
2018-01-04 12:00:00,167.0,1741.5,12,2018-01-04,24113,22326,9675,15414,8699,3302,2173,155.0,199.01,116.85,127.03,144.4,155.91,168.13,1966.8
2018-01-04 13:00:00,168.97,1579.3,13,2018-01-04,24175,22326,9630,15523,8652,3252,2178,155.0,204.0,117.0,137.3,144.4,158.64,167.0,1919.7
2018-01-04 14:00:00,167.17,1616.4,14,2018-01-04,23875,22326,9465,15388,8487,3083,2151,154.4,197.63,117.0,125.51,143.8,156.27,164.66,1985.6
2018-01-04 15:00:00,170.0,1482.9,15,2018-01-04,24075,22326,9258,15795,8280,2897,2169,158.03,198.6,117.0,131.73,143.8,163.8,162.02,1854.6
2018-01-04 16:00:00,183.5,1633.2,16,2018-01-04,25075,22326,9113,16940,8135,2747,2259,164.18,217.0,121.13,143.91,148.11,178.02,182.5,2025.4
2018-01-04 17:00:00,189.0,1573.0,17,2018-01-04,24925,22326,9014,16885,8040,2632,2246,164.01,228.9,119.4,138.0,145.29,178.02,181.8,2091.8
2018-01-04 18:00:00,182.1,1478.1,18,2018-01-04,24600,22326,8917,16654,7946,2525,2216,157.8,216.7,121.0,137.24,140.99,166.95,171.53,1908.5
2018-01-04 19:00:00,174.24,1555.2,19,2018-01-04,24350,22326,8826,16495,7855,2431,2194,155.0,200.1,125.0,127.43,133.14,165.73,162.25,1964.4
2018-01-04 20:00:00,159.0,1737.2,20,2018-01-04,23650,22353,8717,15904,7746,2323,2131,149.18,183.97,119.29,124.22,124.22,164.83,158.77,1964.5
2018-01-04 21:00:00,149.14,2281.0,21,2018-01-04,22175,22353,8564,14582,7593,2200,1998,146.08,160.81,118.41,118.7,119.54,151.93,148.05,2429.0
2018-01-04 22:00:00,133.42,2220.4,22,2018-01-04,20550,22353,8386,13161,7389,2068,1852,130.0,149.21,117.0,118.7,119.54,143.6,132.01,2263.2
2018-01-04 23:00:00,125.0,1744.5,23,2018-01-04,19300,22353,8248,12053,7247,1930,1739,122.1,137.5,117.0,117.0,116.88,130.42,120.42,2038.4
2018-01-05 00:00:00,117.97,1845.6,0,2018-01-05,17250,22353,8097,10147,7103,1935,1555,111.4,132.2,117.0,117.0,98.0,121.03,121.22,2392.7
2018-01-05 01:00:00,113.9,1769.6,1,2018-01-05,16425,22353,8099,9320,7105,1937,1481,107.93,132.0,117.0,113.59,82.0,121.03,120.0,2511.0
2018-01-05 02:00:00,111.08,1996.0,2,2018-01-05,16225,22353,8164,9055,7170,2002,1463,102.83,125.5,116.88,97.0,76.14,121.03,119.6,2514.0
2018-01-05 03:00:00,109.0,2119.2,3,2018-01-05,16225,22353,8256,8963,7262,2094,1463,102.0,125.37,117.0,89.0,74.7,121.03,119.6,2544.8
2018-01-05 04:00:00,110.0,2209.2,4,2018-01-05,16525,22353,8378,9141,7384,2216,1490,105.0,132.2,121.13,75.0,73.78,121.03,121.22,2607.5
2018-01-05 05:00:00,112.3,2054.6,5,2018-01-05,17350,22353,8523,9820,7530,2370,1564,109.75,133.98,130.91,75.0,76.15,121.03,121.22,2133.1
2018-01-05 06:00:00,136.99,2242.1,6,2018-01-05,19975,22353,8723,12201,7774,2549,1800,135.89,149.18,150.0,80.0,80.0,121.03,137.6,2285.8
2018-01-05 07:00:00,147.74,2194.5,7,2018-01-05,22125,22353,9036,14023,8102,2779,1994,149.14,159.4,167.74,75.71,110.0,119.54,148.44,2053.1
2018-01-05 08:00:00,155.0,2317.9,8,2018-01-05,22925,22353,9244,14624,8301,2973,2066,150.0,159.76,180.05,76.62,116.99,121.03,154.34,2338.1
2018-01-05 09:00:00,157.0,2205.9,9,2018-01-05,23400,22326,9382,14961,8439,3111,2108,157.29,161.61,187.58,100.0,118.7,137.2,155.0,2029.7
2018-01-05 10:00:00,159.15,2086.6,10,2018-01-05,23500,22326,9454,14989,8511,3183,2117,157.33,158.0,196.02,108.12,120.3,140.98,156.12,1958.5
2018-01-05 11:00:00,165.66,1802.7,11,2018-01-05,23775,22326,9437,15281,8494,3176,2142,163.6,158.0,196.9,116.19,125.25,143.9,156.33,1797.0
2018-01-05 12:00:00,165.0,1834.8,12,2018-01-05,23825,22326,9364,15404,8421,3103,2147,167.0,155.0,199.01,116.85,127.03,144.4,155.91,1741.5
2018-01-05 13:00:00,164.1,1829.8,13,2018-01-05,23975,22326,9215,15705,8270,2954,2160,168.97,155.0,204.0,117.0,137.3,144.4,158.64,1579.3
2018-01-05 14:00:00,162.6,1785.6,14,2018-01-05,23700,22326,9042,15603,8097,2772,2135,167.17,154.4,197.63,117.0,125.51,143.8,156.27,1616.4
2018-01-05 15:00:00,165.0,1723.2,15,2018-01-05,23725,22326,8850,15820,7905,2596,2138,170.0,158.03,198.6,117.0,131.73,143.8,163.8,1482.9
2018-01-05 16:00:00,180.75,1584.0,16,2018-01-05,24575,22326,8676,16844,7731,2422,2214,183.5,164.18,217.0,121.13,143.91,148.11,178.02,1633.2
2018-01-05 17:00:00,187.01,1578.5,17,2018-01-05,24600,22326,8505,17036,7564,2240,2216,189.0,164.01,228.9,119.4,138.0,145.29,178.02,1573.0
2018-01-05 18:00:00,183.0,1573.9,18,2018-01-05,24300,22326,8326,16912,7388,2062,2189,182.1,157.8,216.7,121.0,137.24,140.99,166.95,1478.1
2018-01-05 19:00:00,173.0,1596.7,19,2018-01-05,24050,22326,8194,16794,7256,1922,2167,174.24,155.0,200.1,125.0,127.43,133.14,165.73,1555.2
2018-01-05 20:00:00,166.3,1710.3,20,2018-01-05,23325,22353,8081,16182,7143,1810,2102,159.0,149.18,183.97,119.29,124.22,124.22,164.83,1737.2
2018-01-05 21:00:00,153.0,1886.2,21,2018-01-05,21875,22353,7938,14873,7002,1700,1971,149.14,146.08,160.81,118.41,118.7,119.54,151.93,2281.0
2018-01-05 22:00:00,147.91,1953.1,22,2018-01-05,20325,22353,7790,13520,6805,1587,1832,133.42,130.0,149.21,117.0,118.7,119.54,143.6,2220.4
2018-01-05 23:00:00,145.3,1787.2,23,2018-01-05,18975,22353,7655,12319,6656,1464,1710,125.0,122.1,137.5,117.0,117.0,116.88,130.42,1744.5
2018-01-06 00:00:00,129.91,1786.4,0,2018-01-06,17725,21489,8314,10378,7347,2194,1598,117.97,111.4,132.2,117.0,117.0,98.0,121.03,1845.6
2018-01-06 01:00:00,118.32,1600.7,1,2018-01-06,16925,21489,8193,9699,7226,2073,1526,113.9,107.93,132.0,117.0,113.59,82.0,121.03,1769.6
2018-01-06 02:00:00,118.32,1677.9,2,2018-01-06,16500,21489,8141,9326,7174,2021,1487,111.08,102.83,125.5,116.88,97.0,76.14,121.03,1996.0
2018-01-06 03:00:00,118.32,1661.6,3,2018-01-06,16325,21489,8090,9202,7123,1980,1472,109.0,102.0,125.37,117.0,89.0,74.7,121.03,2119.2
2018-01-06 04:00:00,118.32,1629.0,4,2018-01-06,16300,21489,8024,9243,7057,1914,1469,110.0,105.0,132.2,121.13,75.0,73.78,121.03,2209.2
2018-01-06 05:00:00,119.17,1805.9,5,2018-01-06,16175,21489,7920,9221,6954,1809,1458,112.3,109.75,133.98,130.91,75.0,76.15,121.03,2054.6
2018-01-06 06:00:00,118.32,1657.2,6,2018-01-06,16200,21247,7806,9316,6884,1684,1460,136.99,135.89,149.18,150.0,80.0,80.0,121.03,2242.1
2018-01-06 07:00:00,119.17,1711.6,7,2018-01-06,16400,21247,7676,9645,6755,1491,1478,147.74,149.14,159.4,167.74,75.71,110.0,119.54,2194.5
2018-01-06 08:00:00,136.39,1767.7,8,2018-01-06,16825,21508,7472,10283,6542,1278,1517,155.0,150.0,159.76,180.05,76.62,116.99,121.03,2317.9
2018-01-06 09:00:00,147.8,2274.8,9,2018-01-06,17775,21508,7286,11421,6354,1082,1602,157.0,157.29,161.61,187.58,100.0,118.7,137.2,2205.9
2018-01-06 10:00:00,147.8,2938.2,10,2018-01-06,18550,21508,7118,12364,6186,914,1672,159.15,157.33,158.0,196.02,108.12,120.3,140.98,2086.6
2018-01-06 11:00:00,154.91,2869.0,11,2018-01-06,18875,21508,6970,12837,6038,766,1701,165.66,163.6,158.0,196.9,116.19,125.25,143.9,1802.7
2018-01-06 12:00:00,157.0,2749.8,12,2018-01-06,19025,21508,6820,13137,5888,616,1715,165.0,167.0,155.0,199.01,116.85,127.03,144.4,1834.8
2018-01-06 13:00:00,156.0,2642.5,13,2018-01-06,19300,21508,6738,13496,5804,524,1739,164.1,168.97,155.0,204.0,117.0,137.3,144.4,1829.8
2018-01-06 14:00:00,154.0,2589.4,14,2018-01-06,19000,21508,6684,13250,5750,461,1712,162.6,167.17,154.4,197.63,117.0,125.51,143.8,1785.6
2018-01-06 15:00:00,157.0,2467.1,15,2018-01-06,19000,21508,6592,13342,5658,395,1712,165.0,170.0,158.03,198.6,117.0,131.73,143.8,1723.2
2018-01-06 16:00:00,172.2,2659.6,16,2018-01-06,20200,21508,6567,14567,5633,360,1820,180.75,183.5,164.18,217.0,121.13,143.91,148.11,1584.0
2018-01-06 17:00:00,180.0,2844.9,17,2018-01-06,20675,21508,6560,15045,5630,352,1863,187.01,189.0,164.01,228.9,119.4,138.0,145.29,1578.5
2018-01-06 18:00:00,176.02,2810.2,18,2018-01-06,20700,21508,6550,15077,5623,343,1865,183.0,182.1,157.8,216.7,121.0,137.24,140.99,1573.9
2018-01-06 19:00:00,172.2,2562.8,19,2018-01-06,20650,21508,6552,15025,5625,351,1861,173.0,174.24,155.0,200.1,125.0,127.43,133.14,1596.7
2018-01-06 20:00:00,153.0,2074.0,20,2018-01-06,20200,21508,6559,14567,5633,359,1820,166.3,159.0,149.18,183.97,119.29,124.22,124.22,1710.3
2018-01-06 21:00:00,147.58,2182.9,21,2018-01-06,19450,21508,6539,13835,5615,363,1753,153.0,149.14,146.08,160.81,118.41,118.7,119.54,1886.2
2018-01-06 22:00:00,143.3,1803.2,22,2018-01-06,18575,21508,6557,12942,5633,406,1674,147.91,133.42,130.0,149.21,117.0,118.7,119.54,1953.1
2018-01-06 23:00:00,135.0,1511.3,23,2018-01-06,17325,21508,6619,11628,5697,470,1562,145.3,125.0,122.1,137.5,117.0,117.0,116.88,1787.2
2018-01-07 00:00:00,125.0,1537.4,0,2018-01-07,16125,20575,6648,10485,5640,569,1454,129.91,117.97,111.4,132.2,117.0,117.0,98.0,1786.4
2018-01-07 01:00:00,119.0,1727.5,1,2018-01-07,15450,20575,6686,9772,5678,619,1393,118.32,113.9,107.93,132.0,117.0,113.59,82.0,1600.7
2018-01-07 02:00:00,118.9,1681.0,2,2018-01-07,15100,20575,6763,9345,5755,707,1361,118.32,111.08,102.83,125.5,116.88,97.0,76.14,1677.9
2018-01-07 03:00:00,117.98,1740.1,3,2018-01-07,14925,20575,6861,9072,5853,808,1346,118.32,109.0,102.0,125.37,117.0,89.0,74.7,1661.6
2018-01-07 04:00:00,117.98,1790.8,4,2018-01-07,14925,20575,6922,9014,5911,873,1346,118.32,110.0,105.0,132.2,121.13,75.0,73.78,1629.0
2018-01-07 05:00:00,117.98,1763.2,5,2018-01-07,15100,20575,6969,9141,5959,919,1361,119.17,112.3,109.75,133.98,130.91,75.0,76.15,1805.9
2018-01-07 06:00:00,121.85,1607.1,6,2018-01-07,15475,20575,7093,9345,6130,992,1395,118.32,136.99,135.89,149.18,150.0,80.0,80.0,1657.2
2018-01-07 07:00:00,123.78,1615.2,7,2018-01-07,15800,20575,7273,9482,6318,1087,1424,119.17,147.74,149.14,159.4,167.74,75.71,110.0,1711.6
2018-01-07 08:00:00,127.5,1496.8,8,2018-01-07,16400,20675,7298,10062,6338,1087,1478,136.39,155.0,150.0,159.76,180.05,76.62,116.99,1767.7
2018-01-07 09:00:00,134.71,1561.7,9,2018-01-07,17475,21305,7291,11142,6333,1067,1575,147.8,157.0,157.29,161.61,187.58,100.0,118.7,2274.8
2018-01-07 10:00:00,137.53,1874.8,10,2018-01-07,18250,21305,7215,11994,6256,991,1645,147.8,159.15,157.33,158.0,196.02,108.12,120.3,2938.2
2018-01-07 11:00:00,142.64,2070.8,11,2018-01-07,18550,21305,7106,12403,6147,887,1672,154.91,165.66,163.6,158.0,196.9,116.19,125.25,2869.0
2018-01-07 12:00:00,143.13,2088.4,12,2018-01-07,18700,21305,7029,12630,6070,790,1685,157.0,165.0,167.0,155.0,199.01,116.85,127.03,2749.8
2018-01-07 13:00:00,143.98,2154.7,13,2018-01-07,18850,21305,6953,12857,5993,714,1699,156.0,164.1,168.97,155.0,204.0,117.0,137.3,2642.5
2018-01-07 14:00:00,143.1,2016.6,14,2018-01-07,18700,21305,6903,12757,5943,652,1685,154.0,162.6,167.17,154.4,197.63,117.0,125.51,2589.4
2018-01-07 15:00:00,144.7,1948.3,15,2018-01-07,18625,21305,6827,12759,5866,591,1678,157.0,165.0,170.0,158.03,198.6,117.0,131.73,2467.1
2018-01-07 16:00:00,151.18,2011.8,16,2018-01-07,19800,21305,6803,13956,5844,561,1784,172.2,180.75,183.5,164.18,217.0,121.13,143.91,2659.6
2018-01-07 17:00:00,157.0,2303.8,17,2018-01-07,20400,21305,6794,14561,5839,550,1838,180.0,187.01,189.0,164.01,228.9,119.4,138.0,2844.9
