date_hour,fixing,fixing_1_volume,hour,date,Krajowe zapotrzebowanie na moc,Suma zdolności wytwórczych JWCD,Suma zdolności wytwórczych nJWCD,Generacja JWCD,Generacja nJWCD,Generacja źródeł wiatrowych,Wymagana rezerwa mocy ponad zapotrzebowanie,fixing_minus_1d,fixing_minus_2d,fixing_minus_3d,fixing_minus_4d,fixing_minus_5d,fixing_minus_6d,fixing_minus_7d,fixing_1_volume_minus_1d
2018-01-17 07:00:00,165.88,1766.7,7,2018-01-17,22875,22093,8692,15007,7868,2060,2061,148.0,170.9,124.53,144.8,209.45,212.2,172.29,2520.1
2018-01-17 08:00:00,171.87,1918.5,8,2018-01-17,23675,22066,8603,15901,7774,1970,2133,151.5,196.0,125.6,150.08,225.0,226.0,202.46,2418.9
2018-01-17 09:00:00,176.4,1884.2,9,2018-01-17,24075,22066,8534,16392,7683,1890,2169,153.5,200.0,134.5,164.19,230.54,235.6,208.2,2240.4
2018-01-17 10:00:00,180.0,1835.0,10,2018-01-17,24225,22056,8547,16529,7696,1898,2183,160.0,200.0,142.4,167.4,228.6,245.0,209.6,2200.7
2018-01-17 11:00:00,180.4,1966.5,11,2018-01-17,24500,22056,8588,16763,7737,1944,2207,160.21,198.69,147.8,171.05,232.0,260.0,219.14,2305.8
2018-01-17 12:00:00,182.0,1830.8,12,2018-01-17,24700,22027,8607,16944,7756,1963,2225,160.7,201.0,147.8,170.0,231.78,267.08,225.0,2224.3
2018-01-17 13:00:00,184.3,1860.0,13,2018-01-17,24725,22027,8580,16992,7733,1936,2228,166.1,198.69,147.8,165.0,227.0,255.0,231.09,2102.1
2018-01-17 14:00:00,176.18,1833.0,14,2018-01-17,24450,22027,8545,16736,7714,1897,2203,162.5,170.39,147.0,156.7,208.99,240.0,222.99,2025.9
2018-01-17 15:00:00,175.83,1690.9,15,2018-01-17,24325,22027,8484,16672,7653,1859,2192,167.32,168.15,143.74,159.29,207.5,240.0,230.1,1956.7
2018-01-17 16:00:00,198.3,2089.3,16,2018-01-17,25075,21998,8518,17388,7687,1893,2259,192.0,175.9,153.7,170.7,250.0,425.0,300.0,2199.1
2018-01-17 17:00:00,198.3,2126.7,17,2018-01-17,25275,21998,8608,17494,7781,1962,2277,192.49,173.0,160.0,181.4,240.0,400.0,278.27,2237.6
2018-01-17 18:00:00,186.0,2141.6,18,2018-01-17,24900,21998,8674,17050,7850,2029,2243,180.0,157.8,154.7,173.43,218.0,269.0,258.0,2101.4
2018-01-17 19:00:00,176.63,2077.9,19,2018-01-17,24675,21998,8735,16781,7894,2076,2223,167.5,156.8,148.32,164.46,197.5,250.0,242.29,2105.9
2018-01-17 20:00:00,169.22,2106.1,20,2018-01-17,23975,22093,8758,16073,7902,2100,2160,154.7,151.7,147.8,148.1,183.8,210.9,219.14,2099.7
2018-01-17 21:00:00,150.0,2074.2,21,2018-01-17,22425,22093,8761,14520,7905,2122,2021,147.94,128.0,137.1,142.7,167.5,173.7,179.7,2165.4
2018-01-17 22:00:00,142.39,2668.9,22,2018-01-17,20875,22093,8768,13044,7831,2184,1881,137.61,126.1,130.98,135.6,147.7,166.06,179.25,2458.7
2018-01-17 23:00:00,125.0,2315.1,23,2018-01-17,19650,22093,8856,11735,7915,2274,1771,125.59,115.18,118.04,126.0,142.3,147.12,155.71,2055.2
2018-01-18 00:00:00,124.5,2282.8,0,2018-01-18,18475,22135,8969,10521,7954,2409,1665,116.0,102.11,119.26,118.04,140.0,142.3,141.8,2079.8
2018-01-18 01:00:00,119.05,2117.6,1,2018-01-18,17825,22135,8942,9898,7927,2392,1607,115.4,90.0,119.26,118.04,131.35,142.3,139.0,2101.4
2018-01-18 02:00:00,119.0,2336.0,2,2018-01-18,17500,22135,8937,9578,7922,2387,1577,115.4,80.0,119.26,115.2,126.0,136.0,135.0,2177.2
2018-01-18 03:00:00,118.0,2434.0,3,2018-01-18,17475,22135,8908,9582,7893,2368,1575,115.4,80.0,119.26,115.2,125.19,135.8,130.34,2169.4
2018-01-18 04:00:00,119.04,2218.4,4,2018-01-18,17725,22135,8832,9908,7817,2292,1598,115.4,90.45,119.26,115.2,125.0,136.2,130.34,2105.0
2018-01-18 05:00:00,127.0,2076.8,5,2018-01-18,18500,22135,8714,10785,7715,2183,1667,120.0,111.92,130.41,118.04,128.3,144.3,141.95,1896.9
2018-01-18 06:00:00,169.65,2139.5,6,2018-01-18,21025,22135,8620,13334,7691,2068,1895,147.89,128.01,147.92,120.74,135.5,178.7,170.98,2262.2
2018-01-18 07:00:00,171.09,1602.2,7,2018-01-18,23050,22135,8596,15296,7754,1955,2077,165.88,148.0,170.9,124.53,144.8,209.45,212.2,1766.7
2018-01-18 08:00:00,190.25,1815.7,8,2018-01-18,23875,22050,8530,16189,7686,1868,2151,171.87,151.5,196.0,125.6,150.08,225.0,226.0,1918.5
2018-01-18 09:00:00,201.45,1938.3,9,2018-01-18,24250,22050,8498,16620,7630,1796,2185,176.4,153.5,200.0,134.5,164.19,230.54,235.6,1884.2
2018-01-18 10:00:00,204.34,2109.0,10,2018-01-18,24300,21995,8479,16689,7611,1741,2189,180.0,160.0,200.0,142.4,167.4,228.6,245.0,1835.0
2018-01-18 11:00:00,205.45,2071.4,11,2018-01-18,24525,21995,8449,16944,7581,1716,2210,180.4,160.21,198.69,147.8,171.05,232.0,260.0,1966.5
2018-01-18 12:00:00,205.0,2239.5,12,2018-01-18,24600,22024,8495,16973,7627,1762,2216,182.0,160.7,201.0,147.8,170.0,231.78,267.08,1830.8
2018-01-18 13:00:00,204.34,2170.8,13,2018-01-18,24675,22024,8743,16802,7873,2010,2223,184.3,166.1,198.69,147.8,165.0,227.0,255.0,1860.0
2018-01-18 14:00:00,185.34,2029.1,14,2018-01-18,24325,22024,9015,16156,8169,2278,2192,176.18,162.5,170.39,147.0,156.7,208.99,240.0,1833.0
2018-01-18 15:00:00,180.0,1901.1,15,2018-01-18,24200,22024,9254,15792,8408,2545,2180,175.83,167.32,168.15,143.74,159.29,207.5,240.0,1690.9
2018-01-18 16:00:00,195.0,2295.7,16,2018-01-18,24900,22053,9522,16224,8676,2818,2243,198.3,192.0,175.9,153.7,170.7,250.0,425.0,2089.3
2018-01-18 17:00:00,186.15,2264.5,17,2018-01-18,25200,22053,9708,16334,8866,3064,2270,198.3,192.49,173.0,160.0,181.4,240.0,400.0,2126.7
2018-01-18 18:00:00,180.0,2140.6,18,2018-01-18,24825,22053,9931,15733,9092,3288,2237,186.0,180.0,157.8,154.7,173.43,218.0,269.0,2141.6
2018-01-18 19:00:00,170.0,2205.2,19,2018-01-18,24650,22053,10009,15497,9153,3352,2221,176.63,167.5,156.8,148.32,164.46,197.5,250.0,2077.9
2018-01-18 20:00:00,163.45,2151.0,20,2018-01-18,23900,22135,9987,14784,9116,3331,2153,169.22,154.7,151.7,147.8,148.1,183.8,210.9,2106.1
2018-01-18 21:00:00,147.69,2515.6,21,2018-01-18,22400,22135,9963,13311,9089,3331,2018,150.0,147.94,128.0,137.1,142.7,167.5,173.7,2074.2
2018-01-18 22:00:00,142.4,2645.2,22,2018-01-18,20800,22135,9884,11873,8927,3317,1874,142.39,137.61,126.1,130.98,135.6,147.7,166.06,2668.9
2018-01-18 23:00:00,125.0,2562.2,23,2018-01-18,19500,22135,9851,10615,8885,3291,1757,125.0,125.59,115.18,118.04,126.0,142.3,147.12,2315.1
2018-01-19 00:00:00,120.0,2599.0,0,2018-01-19,18550,21640,9839,9663,8887,3389,1672,124.5,116.0,102.11,119.26,118.04,140.0,142.3,2282.8
2018-01-19 01:00:00,115.0,2577.1,1,2018-01-19,17875,21640,9805,9022,8853,3365,1611,119.05,115.4,90.0,119.26,118.04,131.35,142.3,2117.6
2018-01-19 02:00:00,111.4,2738.5,2,2018-01-19,17675,21640,9800,8827,8848,3360,1593,119.0,115.4,80.0,119.26,115.2,126.0,136.0,2336.0
2018-01-19 03:00:00,114.0,2699.6,3,2018-01-19,17600,21640,9757,8795,8805,3327,1586,118.0,115.4,80.0,119.26,115.2,125.19,135.8,2434.0
2018-01-19 04:00:00,116.4,2543.0,4,2018-01-19,17875,21640,9692,9131,8744,3262,1611,119.04,115.4,90.45,119.26,115.2,125.0,136.2,2218.4
2018-01-19 05:00:00,125.0,2238.4,5,2018-01-19,18650,21640,9559,10038,8612,3139,1681,127.0,120.0,111.92,130.41,118.04,128.3,144.3,2076.8
2018-01-19 06:00:00,160.0,2178.4,6,2018-01-19,21200,21398,9440,12653,8547,2999,1910,169.65,147.89,128.01,147.92,120.74,135.5,178.7,2139.5
2018-01-19 07:00:00,178.75,1659.4,7,2018-01-19,23250,21398,9505,14631,8619,2883,2095,171.09,165.88,148.0,170.9,124.53,144.8,209.45,1602.2
2018-01-19 08:00:00,198.62,1731.8,8,2018-01-19,24025,21371,9396,15486,8539,2743,2165,190.25,171.87,151.5,196.0,125.6,150.08,225.0,1815.7
2018-01-19 09:00:00,210.0,2126.9,9,2018-01-19,24425,21313,9310,15973,8452,2603,2201,201.45,176.4,153.5,200.0,134.5,164.19,230.54,1938.3
2018-01-19 10:00:00,214.3,2070.4,10,2018-01-19,24425,21258,9234,16048,8377,2493,2201,204.34,180.0,160.0,200.0,142.4,167.4,228.6,2109.0
2018-01-19 11:00:00,225.0,2200.8,11,2018-01-19,24725,21287,9124,16458,8267,2388,2228,205.45,180.4,160.21,198.69,147.8,171.05,232.0,2071.4
2018-01-19 12:00:00,250.0,2168.5,12,2018-01-19,24850,21316,8943,16764,8086,2212,2239,205.0,182.0,160.7,201.0,147.8,170.0,231.78,2239.5
2018-01-19 13:00:00,250.0,2161.5,13,2018-01-19,24900,21316,8579,17180,7720,1848,2243,204.34,184.3,166.1,198.69,147.8,165.0,227.0,2170.8
2018-01-19 14:00:00,248.6,1960.7,14,2018-01-19,24550,21258,8345,17064,7486,1620,2212,185.34,176.18,162.5,170.39,147.0,156.7,208.99,2029.1
2018-01-19 15:00:00,250.0,1836.1,15,2018-01-19,24475,21258,8122,17196,7279,1425,2205,180.0,175.83,167.32,168.15,143.74,159.29,207.5,1901.1
2018-01-19 16:00:00,313.05,2049.3,16,2018-01-19,25100,21287,7981,17945,7155,1287,2261,195.0,198.3,192.0,175.9,153.7,170.7,250.0,2295.7
2018-01-19 17:00:00,318.8,2078.9,17,2018-01-19,25325,21316,7808,18339,6986,1183,2282,186.15,198.3,192.49,173.0,160.0,181.4,240.0,2264.5
2018-01-19 18:00:00,273.9,2004.3,18,2018-01-19,25000,21287,7700,18119,6881,1076,2252,180.0,186.0,180.0,157.8,154.7,173.43,218.0,2140.6
2018-01-19 19:00:00,261.47,2079.2,19,2018-01-19,24750,21258,7618,17951,6799,978,2230,170.0,176.63,167.5,156.8,148.32,164.46,197.5,2205.2
2018-01-19 20:00:00,215.91,1655.5,20,2018-01-19,24000,21398,7530,17289,6711,891,2162,163.45,169.22,154.7,151.7,147.8,148.1,183.8,2151.0
2018-01-19 21:00:00,172.12,1513.0,21,2018-01-19,22500,21398,7419,15903,6597,808,2027,147.69,150.0,147.94,128.0,137.1,142.7,167.5,2515.6
2018-01-19 22:00:00,166.65,2006.8,22,2018-01-19,20975,21018,7304,14574,6401,740,1890,142.4,142.39,137.61,126.1,130.98,135.6,147.7,2645.2
2018-01-19 23:00:00,148.73,2002.4,23,2018-01-19,19650,21018,7246,13316,6334,684,1771,125.0,125.0,125.59,115.18,118.04,126.0,142.3,2562.2
2018-01-20 00:00:00,137.67,1984.4,0,2018-01-20,18375,20793,7343,12020,6355,802,1656,120.0,124.5,116.0,102.11,119.26,118.04,140.0,2599.0
2018-01-20 01:00:00,133.0,1887.6,1,2018-01-20,17650,20793,7277,11361,6289,746,1591,115.0,119.05,115.4,90.0,119.26,118.04,131.35,2577.1
2018-01-20 02:00:00,130.0,1749.4,2,2018-01-20,17225,20793,7247,10966,6259,716,1553,111.4,119.0,115.4,80.0,119.26,115.2,126.0,2738.5
2018-01-20 03:00:00,127.7,1729.6,3,2018-01-20,17125,20793,7209,10902,6223,688,1544,114.0,118.0,115.4,80.0,119.26,115.2,125.19,2699.6
2018-01-20 04:00:00,127.7,1780.1,4,2018-01-20,17175,20793,7178,10962,6213,657,1548,116.4,119.04,115.4,90.45,119.26,115.2,125.0,2543.0
2018-01-20 05:00:00,133.05,1862.5,5,2018-01-20,17375,20793,7153,11149,6226,631,1566,125.0,127.0,120.0,111.92,130.41,118.04,128.3,2238.4
2018-01-20 06:00:00,146.51,1958.1,6,2018-01-20,18350,20338,7155,12007,6343,622,1654,160.0,169.65,147.89,128.01,147.92,120.74,135.5,2178.4
2018-01-20 07:00:00,149.18,1886.1,7,2018-01-20,19200,20338,7228,12754,6446,633,1730,178.75,171.09,165.88,148.0,170.9,124.53,144.8,1659.4
2018-01-20 08:00:00,170.0,1986.3,8,2018-01-20,20175,20253,7228,13734,6441,607,1818,198.62,190.25,171.87,151.5,196.0,125.6,150.08,1731.8
2018-01-20 09:00:00,212.7,2622.8,9,2018-01-20,21325,20253,7264,14848,6477,573,1922,210.0,201.45,176.4,153.5,200.0,134.5,164.19,2126.9
2018-01-20 10:00:00,250.0,2887.3,10,2018-01-20,21900,20253,7241,15446,6454,516,1973,214.3,204.34,180.0,160.0,200.0,142.4,167.4,2070.4
2018-01-20 11:00:00,277.2,3126.5,11,2018-01-20,22000,20253,7164,15623,6377,444,1982,225.0,205.45,180.4,160.21,198.69,147.8,171.05,2200.8
2018-01-20 12:00:00,275.0,3028.9,12,2018-01-20,21900,20282,7102,15585,6315,377,1973,250.0,205.0,182.0,160.7,201.0,147.8,170.0,2168.5
2018-01-20 13:00:00,272.2,2973.2,13,2018-01-20,21725,20282,7068,15446,6279,333,1958,250.0,204.34,184.3,166.1,198.69,147.8,165.0,2161.5
2018-01-20 14:00:00,222.55,2683.5,14,2018-01-20,21125,20282,7033,14881,6244,304,1904,248.6,185.34,176.18,162.5,170.39,147.0,156.7,1960.7
2018-01-20 15:00:00,216.7,2562.1,15,2018-01-20,20875,20282,6990,14674,6201,280,1881,250.0,180.0,175.83,167.32,168.15,143.74,159.29,1836.1
2018-01-20 16:00:00,277.2,3054.5,16,2018-01-20,21700,20311,6985,15504,6196,277,1955,313.05,195.0,198.3,192.0,175.9,153.7,170.7,2049.3
2018-01-20 17:00:00,300.0,3056.7,17,2018-01-20,22300,20311,6926,16159,6141,280,2009,318.8,186.15,198.3,192.49,173.0,160.0,181.4,2078.9
2018-01-20 18:00:00,250.0,2959.1,18,2018-01-20,22100,21149,6927,15955,6145,282,1991,273.9,180.0,186.0,180.0,157.8,154.7,173.43,2004.3
2018-01-20 19:00:00,232.7,2830.7,19,2018-01-20,21775,21149,6922,15635,6140,271,1962,261.47,170.0,176.63,167.5,156.8,148.32,164.46,2079.2
2018-01-20 20:00:00,190.0,2578.9,20,2018-01-20,21200,21176,6898,15084,6116,248,1910,215.91,163.45,169.22,154.7,151.7,147.8,148.1,1655.5
2018-01-20 21:00:00,155.0,2288.0,21,2018-01-20,20000,21176,6840,13997,6003,223,1802,172.12,147.69,150.0,147.94,128.0,137.1,142.7,1513.0
2018-01-20 22:00:00,149.18,1958.5,22,2018-01-20,18900,21176,6780,13009,5891,201,1703,166.65,142.4,142.39,137.61,126.1,130.98,135.6,2006.8
2018-01-20 23:00:00,143.8,2064.5,23,2018-01-20,17875,21176,6758,12026,5849,181,1611,148.73,125.0,125.0,125.59,115.18,118.04,126.0,2002.4
2018-01-21 00:00:00,128.59,2067.6,0,2018-01-21,16725,21041,6949,10618,6107,130,1508,137.67,120.0,124.5,116.0,102.11,119.26,118.04,1984.4
2018-01-21 01:00:00,127.35,2265.9,1,2018-01-21,15950,21041,6941,9851,6099,122,1438,133.0,115.0,119.05,115.4,90.0,119.26,118.04,1887.6
2018-01-21 02:00:00,123.45,2249.0,2,2018-01-21,15600,21041,6930,9517,6083,115,1406,130.0,111.4,119.0,115.4,80.0,119.26,115.2,1749.4
2018-01-21 03:00:00,122.0,2253.4,3,2018-01-21,15425,21041,6921,9356,6069,107,1391,127.7,114.0,118.0,115.4,80.0,119.26,115.2,1729.6
2018-01-21 04:00:00,122.0,2255.5,4,2018-01-21,15425,21041,6919,9325,6100,104,1391,127.7,116.4,119.04,115.4,90.45,119.26,115.2,1780.1
2018-01-21 05:00:00,125.7,2262.9,5,2018-01-21,15575,21041,6922,9442,6133,107,1404,133.05,125.0,127.0,120.0,111.92,130.41,118.04,1862.5
2018-01-21 06:00:00,127.0,2301.1,6,2018-01-21,16025,21041,6916,9894,6131,107,1445,146.51,160.0,169.65,147.89,128.01,147.92,120.74,1958.1
2018-01-21 07:00:00,128.59,2109.8,7,2018-01-21,16450,21041,6970,10262,6188,111,1483,149.18,178.75,171.09,165.88,148.0,170.9,124.53,1886.1
2018-01-21 08:00:00,129.77,1591.0,8,2018-01-21,17150,21041,7002,10935,6215,103,1546,170.0,198.62,190.25,171.87,151.5,196.0,125.6,1986.3
2018-01-21 09:00:00,146.98,1892.1,9,2018-01-21,18125,21041,7035,11882,6243,91,1634,212.7,210.0,201.45,176.4,153.5,200.0,134.5,2622.8
2018-01-21 10:00:00,154.28,1851.2,10,2018-01-21,18875,21671,7056,12611,6264,83,1701,250.0,214.3,204.34,180.0,160.0,200.0,142.4,2887.3
2018-01-21 11:00:00,161.8,1906.4,11,2018-01-21,19100,21671,7052,12840,6260,80,1721,277.2,225.0,205.45,180.4,160.21,198.69,147.8,3126.5
2018-01-21 12:00:00,162.08,1978.6,12,2018-01-21,19200,21671,7047,12945,6255,78,1730,275.0,250.0,205.0,182.0,160.7,201.0,147.8,3028.9
2018-01-21 13:00:00,158.04,1908.7,13,2018-01-21,19200,21671,7081,12911,6289,106,1730,272.2,250.0,204.34,184.3,166.1,198.69,147.8,2973.2
2018-01-21 14:00:00,150.32,1919.1,14,2018-01-21,18900,22041,7121,12571,6329,146,1703,222.55,248.6,185.34,176.18,162.5,170.39,147.0,2683.5
2018-01-21 15:00:00,150.32,1715.4,15,2018-01-21,18650,22041,7159,12278,6372,184,1681,216.7,250.0,180.0,175.83,167.32,168.15,143.74,2562.1
2018-01-21 16:00:00,169.99,1904.3,16,2018-01-21,19500,22041,7185,13102,6398,205,1757,277.2,313.05,195.0,198.3,192.0,175.9,153.7,3054.5
2018-01-21 17:00:00,182.45,1804.3,17,2018-01-21,20475,22041,7139,14121,6354,215,1845,300.0,318.8,186.15,198.3,192.49,173.0,160.0,3056.7
2018-01-21 18:00:00,187.0,1938.8,18,2018-01-21,20625,22041,7150,14257,6368,224,1859,250.0,273.9,180.0,186.0,180.0,157.8,154.7,2959.1
2018-01-21 19:00:00,180.55,2012.9,19,2018-01-21,20675,22508,7129,14328,6347,215,1863,232.7,261.47,170.0,176.63,167.5,156.8,148.32,2830.7
2018-01-21 20:00:00,169.59,1981.1,20,2018-01-21,20200,22508,7099,13883,6317,195,1820,190.0,215.91,163.45,169.22,154.7,151.7,147.8,2578.9
2018-01-21 21:00:00,150.32,1878.3,21,2018-01-21,19275,22508,7053,12994,6281,175,1737,155.0,172.12,147.69,150.0,147.94,128.0,137.1,2288.0
2018-01-21 22:00:00,144.4,1838.4,22,2018-01-21,18350,22733,7013,12103,6247,172,1654,149.18,166.65,142.4,142.39,137.61,126.1,130.98,1958.5
2018-01-21 23:00:00,129.77,1830.5,23,2018-01-21,17325,22733,7011,11084,6241,179,1562,143.8,148.73,125.0,125.0,125.59,115.18,118.04,2064.5
2018-01-22 00:00:00,128.59,1932.3,0,2018-01-22,16500,22103,7009,10270,6230,160,1483,128.59,137.67,120.0,124.5,116.0,102.11,119.26,2067.6
2018-01-22 01:00:00,128.35,2044.9,1,2018-01-22,16025,22103,7021,9783,6242,172,1441,127.35,133.0,115.0,119.05,115.4,90.0,119.26,2265.9
2018-01-22 02:00:00,127.2,2124.4,2,2018-01-22,15900,22103,7036,9648,6252,189,1429,123.45,130.0,111.4,119.0,115.4,80.0,119.26,2249.0
2018-01-22 03:00:00,126.6,2124.2,3,2018-01-22,15925,22103,7060,9654,6271,213,1432,122.0,127.7,114.0,118.0,115.4,80.0,119.26,2253.4
2018-01-22 04:00:00,128.0,1980.4,4,2018-01-22,16250,22103,7104,9935,6315,257,1461,122.0,127.7,116.4,119.04,115.4,90.45,119.26,2255.5
2018-01-22 05:00:00,130.8,1576.9,5,2018-01-22,17375,22103,7162,11002,6373,313,1562,125.7,133.05,125.0,127.0,120.0,111.92,130.41,2262.9
2018-01-22 06:00:00,155.0,2078.8,6,2018-01-22,20550,22103,7232,14025,6525,383,1848,127.0,146.51,160.0,169.65,147.89,128.01,147.92,2301.1
2018-01-22 07:00:00,190.0,1619.8,7,2018-01-22,22725,22103,7327,16052,6673,482,2044,128.59,149.18,178.75,171.09,165.88,148.0,170.9,2109.8
2018-01-22 08:00:00,220.0,1481.3,8,2018-01-22,23750,22018,7386,17020,6730,575,2136,129.77,170.0,198.62,190.25,171.87,151.5,196.0,1591.0
2018-01-22 09:00:00,252.0,1588.1,9,2018-01-22,24225,22018,7519,17362,6863,652,2179,146.98,212.7,210.0,201.45,176.4,153.5,200.0,1892.1
2018-01-22 10:00:00,234.19,1682.8,10,2018-01-22,24225,22018,7625,17256,6969,710,2179,154.28,250.0,214.3,204.34,180.0,160.0,200.0,1851.2
2018-01-22 11:00:00,237.63,1734.9,11,2018-01-22,24400,22018,7674,17382,7018,754,2194,161.8,277.2,225.0,205.45,180.4,160.21,198.69,1906.4
2018-01-22 12:00:00,227.53,1753.8,12,2018-01-22,24475,22047,7712,17419,7056,795,2201,162.08,275.0,250.0,205.0,182.0,160.7,201.0,1978.6
2018-01-22 13:00:00,223.68,1747.0,13,2018-01-22,24475,22047,7831,17300,7175,914,2201,158.04,272.2,250.0,204.34,184.3,166.1,198.69,1908.7
2018-01-22 14:00:00,197.91,1630.0,14,2018-01-22,24150,22047,7977,16829,7321,1058,2172,150.32,222.55,248.6,185.34,176.18,162.5,170.39,1919.1
2018-01-22 15:00:00,195.37,1654.5,15,2018-01-22,23975,22047,8107,16524,7451,1200,2156,150.32,216.7,250.0,180.0,175.83,167.32,168.15,1715.4
2018-01-22 16:00:00,240.0,1686.6,16,2018-01-22,24675,22076,8251,17080,7595,1345,2219,169.99,277.2,313.05,195.0,198.3,192.0,175.9,1904.3
2018-01-22 17:00:00,250.0,1753.8,17,2018-01-22,25250,22076,8340,17564,7686,1495,2271,182.45,300.0,318.8,186.15,198.3,192.49,173.0,1804.3
2018-01-22 18:00:00,214.0,1797.7,18,2018-01-22,24900,22076,8483,17068,7832,1639,2239,187.0,250.0,273.9,180.0,186.0,180.0,157.8,1938.8
2018-01-22 19:00:00,193.31,1821.8,19,2018-01-22,24725,22076,8478,16898,7827,1646,2224,180.55,232.7,261.47,170.0,176.63,167.5,156.8,2012.9
2018-01-22 20:00:00,177.57,2040.9,20,2018-01-22,24075,22103,8403,16323,7752,1576,2165,169.59,190.0,215.91,163.45,169.22,154.7,151.7,1981.1
2018-01-22 21:00:00,160.99,2160.9,21,2018-01-22,22625,22103,8312,15012,7613,1505,2035,150.32,155.0,172.12,147.69,150.0,147.94,128.0,1878.3
2018-01-22 22:00:00,145.0,2193.4,22,2018-01-22,21000,22103,8148,13561,7439,1399,1888,144.4,149.18,166.65,142.4,142.39,137.61,126.1,1838.4
2018-01-22 23:00:00,130.8,2197.4,23,2018-01-22,19675,22103,8021,12367,7308,1281,1769,129.77,143.8,148.73,125.0,125.0,125.59,115.18,1830.5
2018-01-23 00:00:00,129.0,2145.9,0,2018-01-23,19175,22483,7987,12064,7111,1342,1728,128.59,128.59,137.67,120.0,124.5,116.0,102.11,1932.3
2018-01-23 01:00:00,122.0,1920.0,1,2018-01-23,18525,22483,7885,11516,7009,1250,1670,128.35,127.35,133.0,115.0,119.05,115.4,90.0,2044.9
2018-01-23 02:00:00,121.71,1945.5,2,2018-01-23,18300,22483,7800,11376,6924,1165,1649,127.2,123.45,130.0,111.4,119.0,115.4,80.0,2124.4
2018-01-23 03:00:00,121.71,1858.7,3,2018-01-23,18325,22483,7695,11506,6819,1070,1652,126.6,122.0,127.7,114.0,118.0,115.4,80.0,2124.2
2018-01-23 04:00:00,124.6,1793.7,4,2018-01-23,18550,22483,7626,11800,6750,1001,1672,128.0,122.0,127.7,116.4,119.04,115.4,90.45,1980.4
2018-01-23 05:00:00,131.0,1848.3,5,2018-01-23,19325,22483,7571,12630,6695,956,1742,130.8,125.7,133.05,125.0,127.0,120.0,111.92,1576.9
2018-01-23 06:00:00,162.8,2701.9,6,2018-01-23,21850,22483,7547,15134,6716,916,1969,155.0,127.0,146.51,160.0,169.65,147.89,128.01,2078.8
2018-01-23 07:00:00,194.0,1827.0,7,2018-01-23,23925,22460,7597,17153,6772,849,2156,190.0,128.59,149.18,178.75,171.09,165.88,148.0,1619.8
2018-01-23 08:00:00,213.0,1846.7,8,2018-01-23,24675,22393,7522,18041,6634,758,2223,220.0,129.77,170.0,198.62,190.25,171.87,151.5,1481.3
2018-01-23 09:00:00,254.6,2091.0,9,2018-01-23,25225,22335,7457,18656,6569,653,2273,252.0,146.98,212.7,210.0,201.45,176.4,153.5,1588.1
2018-01-23 10:00:00,265.6,2150.4,10,2018-01-23,25200,22275,7389,18699,6501,549,2270,234.19,154.28,250.0,214.3,204.34,180.0,160.0,1682.8
2018-01-23 11:00:00,280.3,2161.3,11,2018-01-23,25475,22294,7299,19064,6411,464,2295,237.63,161.8,277.2,225.0,205.45,180.4,160.21,1734.9
2018-01-23 12:00:00,282.8,2153.1,12,2018-01-23,25525,22273,7247,19166,6359,412,2300,227.53,162.08,275.0,250.0,205.0,182.0,160.7,1753.8
2018-01-23 13:00:00,284.0,2187.6,13,2018-01-23,25600,22903,7304,19184,6416,469,2306,223.68,158.04,272.2,250.0,204.34,184.3,166.1,1747.0
2018-01-23 14:00:00,237.3,1860.6,14,2018-01-23,25375,22855,7389,18874,6501,555,2286,197.91,150.32,222.55,248.6,185.34,176.18,162.5,1630.0
2018-01-23 15:00:00,225.0,1678.3,15,2018-01-23,25225,22845,7450,18663,6562,644,2273,195.37,150.32,216.7,250.0,180.0,175.83,167.32,1654.5
2018-01-23 16:00:00,250.93,1659.4,16,2018-01-23,25650,22954,7613,18925,6725,807,2311,240.0,169.99,277.2,313.05,195.0,198.3,192.0,1686.6
2018-01-23 17:00:00,255.6,1894.6,17,2018-01-23,26000,23023,7741,19145,6855,1005,2342,250.0,182.45,300.0,318.8,186.15,198.3,192.49,1753.8
2018-01-23 18:00:00,201.0,1762.2,18,2018-01-23,25725,23034,7929,18679,7046,1194,2318,214.0,187.0,250.0,273.9,180.0,186.0,180.0,1797.7
2018-01-23 19:00:00,195.0,2004.7,19,2018-01-23,25550,23028,8095,18360,7190,1346,2302,193.31,180.55,232.7,261.47,170.0,176.63,167.5,1821.8
2018-01-23 20:00:00,175.28,2173.5,20,2018-01-23,24850,23113,8230,17564,7286,1482,2239,177.57,169.59,190.0,215.91,163.45,169.22,154.7,2040.9
2018-01-23 21:00:00,155.0,2341.1,21,2018-01-23,23300,23113,8339,15977,7323,1615,2099,160.99,150.32,155.0,172.12,147.69,150.0,147.94,2160.9
2018-01-23 22:00:00,129.68,2057.9,22,2018-01-23,21500,23113,8397,14143,7357,1752,1937,145.0,144.4,149.18,166.65,142.4,142.39,137.61,2193.4
2018-01-23 23:00:00,122.9,1964.7,23,2018-01-23,20100,23113,8535,12609,7491,1887,1811,130.8,129.77,143.8,148.73,125.0,125.0,125.59,2197.4
2018-01-24 00:00:00,116.8,2306.5,0,2018-01-24,18925,23113,9195,10623,8302,2602,1706,129.0,128.59,128.59,137.67,120.0,124.5,116.0,2145.9
2018-01-24 01:00:00,113.19,2409.1,1,2018-01-24,18325,23113,9355,9863,8462,2772,1652,122.0,128.35,127.35,133.0,115.0,119.05,115.4,1920.0
